Reference	Value (lower bound)	Value	Value (upper bound)	Tolerance (lower bound)	Tolerance (upper bound)	rel. tol?	Footprint	Datasheets	Digi-Key Part Number	Manufacturer Part Number	Manufacturer	Voltage (V)	Tolerance	Temperature Coefficent	Price											
C	1.425000e-010	1.500000e-010	1.575000e-010	-5.000000e-002	5.000000e-002	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C151JBCNNNC.pdf	1276-2811-1-ND	CL31C151JBCNNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.24000	~									
C	1.710000e-010	1.800000e-010	1.890000e-010	-5.000000e-002	5.000000e-002	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C181JBCNNNC.pdf	1276-2815-1-ND	CL31C181JBCNNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.25000	~									
C	9.000000e-010	1.000000e-009	1.100000e-009	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B102KHFSFNE.pdf	1276-3069-1-ND	CL31B102KHFSFNE	Samsung Electro-Mechanics America, Inc	nan	630V	±10%	-55°C ~ 125°C	0.25000	~									
C	9.000000e-010	1.000000e-009	1.100000e-009	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B102KHFNFNE.pdf	1276-3067-1-ND	CL31B102KHFNFNE	Samsung Electro-Mechanics America, Inc	nan	630V	±10%	-55°C ~ 125°C	0.25000	~									
C	5.100000e-012	5.600000e-012	6.100000e-012	-5.000000e-013	5.000000e-013	0	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C5R6DBCNNNC.pdf	1276-2847-1-ND	CL31C5R6DBCNNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±0.5pF	-55°C ~ 125°C	0.28000	~									
C	6.120000e-010	6.800000e-010	7.480000e-010	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B681KHFNNNE.pdf	1276-3185-1-ND	CL31B681KHFNNNE	Samsung Electro-Mechanics America, Inc	nan	630V	±10%	-55°C ~ 125°C	0.25000	~									
C	2.850000e-011	3.000000e-011	3.150000e-011	-5.000000e-002	5.000000e-002	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C300JBCNNNC.pdf	1276-2830-1-ND	CL31C300JBCNNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.29000	~									
C	1.980000e-008	2.200000e-008	2.420000e-008	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B223KGHNNNE.pdf	1276-3124-1-ND	CL31B223KGHNNNE	Samsung Electro-Mechanics America, Inc	nan	500V	±10%	-55°C ~ 125°C	0.27000	~									
C	1.980000e-009	2.200000e-009	2.420000e-009	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B222KGFNFNE.pdf	1276-3117-1-ND	CL31B222KGFNFNE	Samsung Electro-Mechanics America, Inc	nan	500V	±10%	-55°C ~ 125°C	0.28000	~									
C	1.980000e-009	2.200000e-009	2.420000e-009	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B222KHFNFNE.pdf	1276-3119-1-ND	CL31B222KHFNFNE	Samsung Electro-Mechanics America, Inc	nan	630V	±10%	-55°C ~ 125°C	0.28000	~									
C	6.550000e-012	6.800000e-012	7.050000e-012	-2.500000e-013	2.500000e-013	0	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C6R8CBCNNNC.pdf	1276-2850-1-ND	CL31C6R8CBCNNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±0.25pF	-55°C ~ 125°C	0.31000	~									
C	2.750000e-012	3.000000e-012	3.250000e-012	-2.500000e-013	2.500000e-013	0	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C030CBCNNNC.pdf	1276-2798-1-ND	CL31C030CBCNNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±0.25pF	-55°C ~ 125°C	0.31000	~									
C	7.950000e-012	8.200000e-012	8.450000e-012	-2.500000e-013	2.500000e-013	0	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C8R2CBCNNNC.pdf	1276-2853-1-ND	CL31C8R2CBCNNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±0.25pF	-55°C ~ 125°C	0.31000	~									
C	1.140000e-009	1.200000e-009	1.260000e-009	-5.000000e-002	5.000000e-002	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C122JBCNNNC.pdf	1276-2808-1-ND	CL31C122JBCNNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.33000	~									
C	3.135000e-011	3.300000e-011	3.465000e-011	-5.000000e-002	5.000000e-002	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C330JIFNFNE.pdf	1276-3249-1-ND	CL31C330JIFNFNE	Samsung Electro-Mechanics America, Inc	nan	1000V (1kV)	±5%	-55°C ~ 125°C	0.31000	~									
C	5.320000e-010	5.600000e-010	5.880000e-010	-5.000000e-002	5.000000e-002	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C561JBCNNNC.pdf	1276-2845-1-ND	CL31C561JBCNNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.32000	~									
C	1.980000e-008	2.200000e-008	2.420000e-008	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B223KHHSFNE.pdf	1276-3127-1-ND	CL31B223KHHSFNE	Samsung Electro-Mechanics America, Inc	nan	630V	±10%	-55°C ~ 125°C	0.33000	~									
C	1.980000e-008	2.200000e-008	2.420000e-008	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B223KHHNFNE.pdf	1276-3125-1-ND	CL31B223KHHNFNE	Samsung Electro-Mechanics America, Inc	nan	630V	±10%	-55°C ~ 125°C	0.33000	~									
C	2.970000e-008	3.300000e-008	3.630000e-008	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B333KHHSFNE.pdf	1276-3159-1-ND	CL31B333KHHSFNE	Samsung Electro-Mechanics America, Inc	nan	630V	±10%	-55°C ~ 125°C	0.34000	~									
C	1.350000e-009	1.500000e-009	1.650000e-009	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B152KHFNFNE.pdf	1276-3110-1-ND	CL31B152KHFNFNE	Samsung Electro-Mechanics America, Inc	nan	630V	±10%	-55°C ~ 125°C	0.32000	~									
C	2.430000e-007	2.700000e-007	2.970000e-007	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B274KBFNNNE.pdf	1276-3149-1-ND	CL31B274KBFNNNE	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.32000	~									
C	4.230000e-008	4.700000e-008	5.170000e-008	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B473KCCNNWC.pdf	1276-2783-1-ND	CL31B473KCCNNWC	Samsung Electro-Mechanics America, Inc	nan	100V	±10%	-55°C ~ 125°C	0.42000	~									
C	3.760000e-008	4.700000e-008	5.640000e-008	-2.000000e-001	2.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B473MCCNNNC.pdf	1276-2785-1-ND	CL31B473MCCNNNC	Samsung Electro-Mechanics America, Inc	nan	100V	±20%	-55°C ~ 125°C	0.42000	~									
C	4.230000e-008	4.700000e-008	5.170000e-008	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B473KCCNNNC.pdf	1276-2782-1-ND	CL31B473KCCNNNC	Samsung Electro-Mechanics America, Inc	nan	100V	±10%	-55°C ~ 125°C	0.42000	~									
C	9.000000e-009	1.000000e-008	1.100000e-008	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B103KCCNFNC.pdf	1276-2738-1-ND	CL31B103KCCNFNC	Samsung Electro-Mechanics America, Inc	nan	100V	±10%	-55°C ~ 125°C	0.89000	~									
C	9.000000e-009	1.000000e-008	1.100000e-008	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B103KDCNNNC.pdf	1276-2739-1-ND	CL31B103KDCNNNC	Samsung Electro-Mechanics America, Inc	nan	200V	±10%	-55°C ~ 125°C	0.89000	~									
C	2.970000e-009	3.300000e-009	3.630000e-009	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B332KHFNFNE.pdf	1276-3153-1-ND	CL31B332KHFNFNE	Samsung Electro-Mechanics America, Inc	nan	630V	±10%	-55°C ~ 125°C	0.94000	~									
C	2.970000e-009	3.300000e-009	3.630000e-009	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B332KHFSFNE.pdf	1276-3154-1-ND	CL31B332KHFSFNE	Samsung Electro-Mechanics America, Inc	nan	630V	±10%	-55°C ~ 125°C	0.94000	~									
C	1.980000e-008	2.200000e-008	2.420000e-008	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B223KCCNFNC.pdf	1276-2763-1-ND	CL31B223KCCNFNC	Samsung Electro-Mechanics America, Inc	nan	100V	±10%	-55°C ~ 125°C	0.10000	~									
C	2.565000e-011	2.700000e-011	2.835000e-011	-5.000000e-002	5.000000e-002	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C270JCCNNNC.pdf	1276-2827-1-ND	CL31C270JCCNNNC	Samsung Electro-Mechanics America, Inc	nan	100V	±5%	-55°C ~ 125°C	0.10000	~									
C	4.465000e-011	4.700000e-011	4.935000e-011	-5.000000e-002	5.000000e-002	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C470JCCNNNC.pdf	1276-2837-1-ND	CL31C470JCCNNNC	Samsung Electro-Mechanics America, Inc	nan	100V	±5%	-55°C ~ 125°C	0.10000	~									
C	1.980000e-009	2.200000e-009	2.420000e-009	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B222KCCNNNC.pdf	1276-2760-1-ND	CL31B222KCCNNNC	Samsung Electro-Mechanics America, Inc	nan	100V	±10%	-55°C ~ 125°C	0.12000	~									
C	3.135000e-008	3.300000e-008	3.465000e-008	-5.000000e-002	5.000000e-002	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B333JBCNNNC.pdf	1276-1774-1-ND	CL31B333JBCNNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.14000	~									
C	2.090000e-009	2.200000e-009	2.310000e-009	-5.000000e-002	5.000000e-002	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C222JHHNFNE.pdf	1276-3238-1-ND	CL31C222JHHNFNE	Samsung Electro-Mechanics America, Inc	nan	630V	±5%	-55°C ~ 125°C	0.14000	~									
C	8.000000e-007	1.000000e-006	1.200000e-006	-2.000000e-001	2.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B105MAHNNNE.pdf	1276-3098-1-ND	CL31B105MAHNNNE	Samsung Electro-Mechanics America, Inc	nan	25V	±20%	-55°C ~ 125°C	0.16000	~									
C	3.135000e-011	3.300000e-011	3.465000e-011	-5.000000e-002	5.000000e-002	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C330JBCNNNC.pdf	1276-1252-1-ND	CL31C330JBCNNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.16000	~									
C	4.465000e-008	4.700000e-008	4.935000e-008	-5.000000e-002	5.000000e-002	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B473JBCNNNC.pdf	1276-2781-1-ND	CL31B473JBCNNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.17000	~									
C	4.230000e-009	4.700000e-009	5.170000e-009	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B472KGFNNNE.pdf	1276-3167-1-ND	CL31B472KGFNNNE	Samsung Electro-Mechanics America, Inc	nan	500V	±10%	-55°C ~ 125°C	0.24000	~									
C	9.000000e-009	1.000000e-008	1.100000e-008	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B103KHFNFNE.pdf	1276-3077-1-ND	CL31B103KHFNFNE	Samsung Electro-Mechanics America, Inc	nan	630V	±10%	-55°C ~ 125°C	0.28000	~									
C	9.000000e-008	1.000000e-007	1.100000e-007	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B104KDHNNNE.pdf	1276-3082-1-ND	CL31B104KDHNNNE	Samsung Electro-Mechanics America, Inc	nan	200V	±10%	-55°C ~ 125°C	0.28000	~									
C	1.425000e-010	1.500000e-010	1.575000e-010	-5.000000e-002	5.000000e-002	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C151JIFNNNE.pdf	1276-3219-1-ND	CL31C151JIFNNNE	Samsung Electro-Mechanics America, Inc	nan	1000V (1kV)	±5%	-55°C ~ 125°C	0.28000	~									
C	9.000000e-009	1.000000e-008	1.100000e-008	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B103KHFNNNE.pdf	1276-3078-1-ND	CL31B103KHFNNNE	Samsung Electro-Mechanics America, Inc	nan	630V	±10%	-55°C ~ 125°C	0.28000	~									
C	9.000000e-006	1.000000e-005	1.100000e-005	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B106KAHNFNE.pdf	1276-3100-1-ND	CL31B106KAHNFNE	Samsung Electro-Mechanics America, Inc	nan	25V	±10%	-55°C ~ 125°C	0.30000	~									
C	1.750000e-012	2.000000e-012	2.250000e-012	-2.500000e-013	2.500000e-013	0	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C020CBCNNNC.pdf	1276-2797-1-ND	CL31C020CBCNNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±0.25pF	-55°C ~ 125°C	0.31000	~									
C	9.800000e-009	1.000000e-008	1.020000e-008	-2.000000e-002	2.000000e-002	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C103GAFNNNE.pdf	1276-3210-1-ND	CL31C103GAFNNNE	Samsung Electro-Mechanics America, Inc	nan	25V	±2%	-55°C ~ 125°C	0.50000	~									
C	2.970000e-011	3.300000e-011	3.630000e-011	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C330KGFNNNE.pdf	1276-3252-1-ND	CL31C330KGFNNNE	Samsung Electro-Mechanics America, Inc	nan	500V	±10%	-55°C ~ 125°C	0.13000	~									
C	1.980000e-009	2.200000e-009	2.420000e-009	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B222KDCNFNC.pdf	1276-2761-1-ND	CL31B222KDCNFNC	Samsung Electro-Mechanics America, Inc	nan	200V	±10%	-55°C ~ 125°C	0.15000	~									
C	9.000000e-011	1.000000e-010	1.100000e-010	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C101KGFNNNE.pdf	1276-3202-1-ND	CL31C101KGFNNNE	Samsung Electro-Mechanics America, Inc	nan	500V	±10%	-55°C ~ 125°C	0.21000	~									
C	2.565000e-010	2.700000e-010	2.835000e-010	-5.000000e-002	5.000000e-002	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C271JGFNNNE.pdf	1276-3242-1-ND	CL31C271JGFNNNE	Samsung Electro-Mechanics America, Inc	nan	500V	±5%	-55°C ~ 125°C	0.19000	~									
C	7.790000e-010	8.200000e-010	8.610000e-010	-5.000000e-002	5.000000e-002	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C821JHHNNNE.pdf	1276-3293-1-ND	CL31C821JHHNNNE	Samsung Electro-Mechanics America, Inc	nan	630V	±5%	-55°C ~ 125°C	0.22000	~									
C	4.230000e-010	4.700000e-010	5.170000e-010	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B471KGFNNNE.pdf	1276-3163-1-ND	CL31B471KGFNNNE	Samsung Electro-Mechanics America, Inc	nan	500V	±10%	-55°C ~ 125°C	0.24000	~									
C	2.090000e-010	2.200000e-010	2.310000e-010	-5.000000e-002	5.000000e-002	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C221JHFNNWE.pdf	1276-3233-1-ND	CL31C221JHFNNWE	Samsung Electro-Mechanics America, Inc	nan	630V	±5%	-55°C ~ 125°C	0.26000	~									
C	4.465000e-010	4.700000e-010	4.935000e-010	-5.000000e-002	5.000000e-002	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C471JHFNNNE.pdf	1276-3278-1-ND	CL31C471JHFNNNE	Samsung Electro-Mechanics America, Inc	nan	630V	±5%	-55°C ~ 125°C	0.28000	~									
C	3.705000e-010	3.900000e-010	4.095000e-010	-5.000000e-002	5.000000e-002	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C391JHFNNNE.pdf	1276-3264-1-ND	CL31C391JHFNNNE	Samsung Electro-Mechanics America, Inc	nan	630V	±5%	-55°C ~ 125°C	0.29000	~									
C	2.700000e-011	3.000000e-011	3.300000e-011	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C300KBCNNNC.pdf	1276-2831-1-ND	CL31C300KBCNNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.31000	~									
C	9.900000e-010	1.000000e-009	1.010000e-009	-1.000000e-002	1.000000e-002	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C102FBCNNNC.pdf	1276-2803-1-ND	CL31C102FBCNNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±1%	-55°C ~ 125°C	0.34000	~									
C	1.980000e-006	2.200000e-006	2.420000e-006	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B225KBH4PNE.pdf	1276-3136-1-ND	CL31B225KBH4PNE	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.36000	~									
C	2.090000e-010	2.200000e-010	2.310000e-010	-5.000000e-002	5.000000e-002	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C221JIHNNNE.pdf	1276-3235-1-ND	CL31C221JIHNNNE	Samsung Electro-Mechanics America, Inc	nan	1000V (1kV)	±5%	-55°C ~ 125°C	0.35000	~									
C	3.135000e-011	3.300000e-011	3.465000e-011	-5.000000e-002	5.000000e-002	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C330JJHNNNE.pdf	1276-3251-1-ND	CL31C330JJHNNNE	Samsung Electro-Mechanics America, Inc	nan	2000V (2kV)	±5%	-55°C ~ 125°C	0.39000	~									
C	9.000000e-007	1.000000e-006	1.100000e-006	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B105KBH5PNE.pdf	1276-3090-1-ND	CL31B105KBH5PNE	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.94000	~									
C	6.460000e-010	6.800000e-010	7.140000e-010	-5.000000e-002	5.000000e-002	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C681JHHNNNE.pdf	1276-3291-1-ND	CL31C681JHHNNNE	Samsung Electro-Mechanics America, Inc	nan	630V	±5%	-55°C ~ 125°C	1.01000	~									
C	9.500000e-012	1.000000e-011	1.050000e-011	-5.000000e-002	5.000000e-002	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C100JGFNNNE.pdf	1276-3191-1-ND	CL31C100JGFNNNE	Samsung Electro-Mechanics America, Inc	nan	500V	±5%	-55°C ~ 125°C	Call	~									
C	1.764000e-011	1.800000e-011	1.836000e-011	-2.000000e-002	2.000000e-002	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C180GGFNCNE.pdf	1276-3220-1-ND	CL31C180GGFNCNE	Samsung Electro-Mechanics America, Inc	nan	500V	±2%	-55°C ~ 125°C	Call	~									
C	1.350000e-008	1.500000e-008	1.650000e-008	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B153KCCNNNC.pdf	1276-2755-1-ND	CL31B153KCCNNNC	Samsung Electro-Mechanics America, Inc	nan	100V	±10%	-55°C ~ 125°C	Call	~									
C	2.430000e-009	2.700000e-009	2.970000e-009	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B272KBCNNNC.pdf	1276-2770-1-ND	CL31B272KBCNNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	Call	~									
C	2.450000e-012	2.700000e-012	2.950000e-012	-2.500000e-013	2.500000e-013	0	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C2R7CBCNNNC.pdf	1276-2829-1-ND	CL31C2R7CBCNNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±0.25pF	-55°C ~ 125°C	Call	~									
C	1.140000e-008	1.200000e-008	1.260000e-008	-5.000000e-002	5.000000e-002	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B123JBCNNNC.pdf	1276-2749-1-ND	CL31B123JBCNNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	Call	~									
C	1.080000e-008	1.200000e-008	1.320000e-008	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B123KBCNNNC.pdf	1276-2750-1-ND	CL31B123KBCNNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	Call	~									
C	6.120000e-011	6.800000e-011	7.480000e-011	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C680KGFNNNE.pdf	1276-3287-1-ND	CL31C680KGFNNNE	Samsung Electro-Mechanics America, Inc	nan	500V	±10%	-55°C ~ 125°C	Call	~									
C	1.140000e-010	1.200000e-010	1.260000e-010	-5.000000e-002	5.000000e-002	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C121JGFNNNE.pdf	1276-3212-1-ND	CL31C121JGFNNNE	Samsung Electro-Mechanics America, Inc	nan	500V	±5%	-55°C ~ 125°C	Call	~									
C	1.710000e-010	1.800000e-010	1.890000e-010	-5.000000e-002	5.000000e-002	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C181JGFNNNE.pdf	1276-3222-1-ND	CL31C181JGFNNNE	Samsung Electro-Mechanics America, Inc	nan	500V	±5%	-55°C ~ 125°C	Call	~									
C	4.230000e-011	4.700000e-011	5.170000e-011	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C470KGFNNNE.pdf	1276-3273-1-ND	CL31C470KGFNNNE	Samsung Electro-Mechanics America, Inc	nan	500V	±10%	-55°C ~ 125°C	Call	~									
C	3.135000e-007	3.300000e-007	3.465000e-007	-5.000000e-002	5.000000e-002	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B334JACNNNC.pdf	1276-2775-1-ND	CL31B334JACNNNC	Samsung Electro-Mechanics America, Inc	nan	25V	±5%	-55°C ~ 125°C	Call	~									
C	1.980000e-006	2.200000e-006	2.420000e-006	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B225KAHSFNE.pdf	1276-3135-1-ND	CL31B225KAHSFNE	Samsung Electro-Mechanics America, Inc	nan	25V	±10%	-55°C ~ 125°C	Call	~									
C	6.460000e-010	6.800000e-010	7.140000e-010	-5.000000e-002	5.000000e-002	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C681JBCNNNC.pdf	1276-2849-1-ND	CL31C681JBCNNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	Call	~									
